,0,1
0,7.60679,45.01089
1,7.60679,45.01803285714286
2,7.60679,45.025175714285716
3,7.60679,45.032318571428576
4,7.60679,45.039461428571435
5,7.60679,45.04660428571429
6,7.60679,45.05374714285715
7,7.60679,45.06089
8,7.60679,45.06803285714286
9,7.60679,45.07517571428572
10,7.60679,45.08231857142857
11,7.60679,45.08946142857143
12,7.60679,45.09660428571429
13,7.60679,45.103747142857145
14,7.60679,45.110890000000005
15,7.613932857142857,45.01089
16,7.613932857142857,45.01803285714286
17,7.613932857142857,45.025175714285716
18,7.613932857142857,45.032318571428576
19,7.613932857142857,45.039461428571435
20,7.613932857142857,45.04660428571429
21,7.613932857142857,45.05374714285715
22,7.613932857142857,45.06089
23,7.613932857142857,45.06803285714286
24,7.613932857142857,45.07517571428572
25,7.613932857142857,45.08231857142857
26,7.613932857142857,45.08946142857143
27,7.613932857142857,45.09660428571429
28,7.613932857142857,45.103747142857145
29,7.613932857142857,45.110890000000005
30,7.621075714285714,45.01089
31,7.621075714285714,45.01803285714286
32,7.621075714285714,45.025175714285716
33,7.621075714285714,45.032318571428576
34,7.621075714285714,45.039461428571435
35,7.621075714285714,45.04660428571429
36,7.621075714285714,45.05374714285715
37,7.621075714285714,45.06089
38,7.621075714285714,45.06803285714286
39,7.621075714285714,45.07517571428572
40,7.621075714285714,45.08231857142857
41,7.621075714285714,45.08946142857143
42,7.621075714285714,45.09660428571429
43,7.621075714285714,45.103747142857145
44,7.621075714285714,45.110890000000005
45,7.6282185714285715,45.01089
46,7.6282185714285715,45.01803285714286
47,7.6282185714285715,45.025175714285716
48,7.6282185714285715,45.032318571428576
49,7.6282185714285715,45.039461428571435
50,7.6282185714285715,45.04660428571429
51,7.6282185714285715,45.05374714285715
52,7.6282185714285715,45.06089
53,7.6282185714285715,45.06803285714286
54,7.6282185714285715,45.07517571428572
55,7.6282185714285715,45.08231857142857
56,7.6282185714285715,45.08946142857143
57,7.6282185714285715,45.09660428571429
58,7.6282185714285715,45.103747142857145
59,7.6282185714285715,45.110890000000005
60,7.635361428571429,45.01089
61,7.635361428571429,45.01803285714286
62,7.635361428571429,45.025175714285716
63,7.635361428571429,45.032318571428576
64,7.635361428571429,45.039461428571435
65,7.635361428571429,45.04660428571429
66,7.635361428571429,45.05374714285715
67,7.635361428571429,45.06089
68,7.635361428571429,45.06803285714286
69,7.635361428571429,45.07517571428572
70,7.635361428571429,45.08231857142857
71,7.635361428571429,45.08946142857143
72,7.635361428571429,45.09660428571429
73,7.635361428571429,45.103747142857145
74,7.635361428571429,45.110890000000005
75,7.642504285714286,45.01089
76,7.642504285714286,45.01803285714286
77,7.642504285714286,45.025175714285716
78,7.642504285714286,45.032318571428576
79,7.642504285714286,45.039461428571435
80,7.642504285714286,45.04660428571429
81,7.642504285714286,45.05374714285715
82,7.642504285714286,45.06089
83,7.642504285714286,45.06803285714286
84,7.642504285714286,45.07517571428572
85,7.642504285714286,45.08231857142857
86,7.642504285714286,45.08946142857143
87,7.642504285714286,45.09660428571429
88,7.642504285714286,45.103747142857145
89,7.642504285714286,45.110890000000005
90,7.649647142857143,45.01089
91,7.649647142857143,45.01803285714286
92,7.649647142857143,45.025175714285716
93,7.649647142857143,45.032318571428576
94,7.649647142857143,45.039461428571435
95,7.649647142857143,45.04660428571429
96,7.649647142857143,45.05374714285715
97,7.649647142857143,45.06089
98,7.649647142857143,45.06803285714286
99,7.649647142857143,45.07517571428572
100,7.649647142857143,45.08231857142857
101,7.649647142857143,45.08946142857143
102,7.649647142857143,45.09660428571429
103,7.649647142857143,45.103747142857145
104,7.649647142857143,45.110890000000005
105,7.65679,45.01089
106,7.65679,45.01803285714286
107,7.65679,45.025175714285716
108,7.65679,45.032318571428576
109,7.65679,45.039461428571435
110,7.65679,45.04660428571429
111,7.65679,45.05374714285715
112,7.65679,45.06089
113,7.65679,45.06803285714286
114,7.65679,45.07517571428572
115,7.65679,45.08231857142857
116,7.65679,45.08946142857143
117,7.65679,45.09660428571429
118,7.65679,45.103747142857145
119,7.65679,45.110890000000005
120,7.663932857142857,45.01089
121,7.663932857142857,45.01803285714286
122,7.663932857142857,45.025175714285716
123,7.663932857142857,45.032318571428576
124,7.663932857142857,45.039461428571435
125,7.663932857142857,45.04660428571429
126,7.663932857142857,45.05374714285715
127,7.663932857142857,45.06089
128,7.663932857142857,45.06803285714286
129,7.663932857142857,45.07517571428572
130,7.663932857142857,45.08231857142857
131,7.663932857142857,45.08946142857143
132,7.663932857142857,45.09660428571429
133,7.663932857142857,45.103747142857145
134,7.663932857142857,45.110890000000005
135,7.671075714285714,45.01089
136,7.671075714285714,45.01803285714286
137,7.671075714285714,45.025175714285716
138,7.671075714285714,45.032318571428576
139,7.671075714285714,45.039461428571435
140,7.671075714285714,45.04660428571429
141,7.671075714285714,45.05374714285715
142,7.671075714285714,45.06089
143,7.671075714285714,45.06803285714286
144,7.671075714285714,45.07517571428572
145,7.671075714285714,45.08231857142857
146,7.671075714285714,45.08946142857143
147,7.671075714285714,45.09660428571429
148,7.671075714285714,45.103747142857145
149,7.671075714285714,45.110890000000005
150,7.678218571428571,45.01089
151,7.678218571428571,45.01803285714286
152,7.678218571428571,45.025175714285716
153,7.678218571428571,45.032318571428576
154,7.678218571428571,45.039461428571435
155,7.678218571428571,45.04660428571429
156,7.678218571428571,45.05374714285715
157,7.678218571428571,45.06089
158,7.678218571428571,45.06803285714286
159,7.678218571428571,45.07517571428572
160,7.678218571428571,45.08231857142857
161,7.678218571428571,45.08946142857143
162,7.678218571428571,45.09660428571429
163,7.678218571428571,45.103747142857145
164,7.678218571428571,45.110890000000005
165,7.6853614285714285,45.01089
166,7.6853614285714285,45.01803285714286
167,7.6853614285714285,45.025175714285716
168,7.6853614285714285,45.032318571428576
169,7.6853614285714285,45.039461428571435
170,7.6853614285714285,45.04660428571429
171,7.6853614285714285,45.05374714285715
172,7.6853614285714285,45.06089
173,7.6853614285714285,45.06803285714286
174,7.6853614285714285,45.07517571428572
175,7.6853614285714285,45.08231857142857
176,7.6853614285714285,45.08946142857143
177,7.6853614285714285,45.09660428571429
178,7.6853614285714285,45.103747142857145
179,7.6853614285714285,45.110890000000005
180,7.692504285714286,45.01089
181,7.692504285714286,45.01803285714286
182,7.692504285714286,45.025175714285716
183,7.692504285714286,45.032318571428576
184,7.692504285714286,45.039461428571435
185,7.692504285714286,45.04660428571429
186,7.692504285714286,45.05374714285715
187,7.692504285714286,45.06089
188,7.692504285714286,45.06803285714286
189,7.692504285714286,45.07517571428572
190,7.692504285714286,45.08231857142857
191,7.692504285714286,45.08946142857143
192,7.692504285714286,45.09660428571429
193,7.692504285714286,45.103747142857145
194,7.692504285714286,45.110890000000005
195,7.699647142857143,45.01089
196,7.699647142857143,45.01803285714286
197,7.699647142857143,45.025175714285716
198,7.699647142857143,45.032318571428576
199,7.699647142857143,45.039461428571435
200,7.699647142857143,45.04660428571429
201,7.699647142857143,45.05374714285715
202,7.699647142857143,45.06089
203,7.699647142857143,45.06803285714286
204,7.699647142857143,45.07517571428572
205,7.699647142857143,45.08231857142857
206,7.699647142857143,45.08946142857143
207,7.699647142857143,45.09660428571429
208,7.699647142857143,45.103747142857145
209,7.699647142857143,45.110890000000005
210,7.70679,45.01089
211,7.70679,45.01803285714286
212,7.70679,45.025175714285716
213,7.70679,45.032318571428576
214,7.70679,45.039461428571435
215,7.70679,45.04660428571429
216,7.70679,45.05374714285715
217,7.70679,45.06089
218,7.70679,45.06803285714286
219,7.70679,45.07517571428572
220,7.70679,45.08231857142857
221,7.70679,45.08946142857143
222,7.70679,45.09660428571429
223,7.70679,45.103747142857145
224,7.70679,45.110890000000005
